element1,element2,element3,element4,M,TC,R,heakey
Sc,Fe,Zn,In,0.615,427.408,146.10002,21263049
Sc,Fe,Zn,Sn,0.636,404.73,142.47051000000002,21263050
Sc,Fe,Zn,Hf,0.5182,361.372,124.57205,21263072
Sc,Fe,Zn,Ta,0.0,0.0,134.41899999999998,21263073
Sc,Fe,Zn,W,0.5804,404.153,139.35636,21263074
Sc,Fe,Zn,Re,0.6247,438.567,150.55,21263075
Sc,Fe,Zn,Os,0.6765,456.126,157.97155,21263076
Sc,Fe,Zn,Ir,0.6963,467.254,153.34736,21263077
Sc,Fe,Zn,Pt,0.653,481.219,144.18782,21263078
Sc,Fe,Zn,Au,0.6039,497.073,145.26473,21263079
Sc,Fe,Zn,Hg,0.6166,461.06,144.10305,21263080
Sc,Fe,Zn,Tl,0.6409,428.653,140.60329,21263081
Sc,Fe,Zn,Pb,0.6429,419.376,140.89712,21263082
Sc,Fe,Zn,Bi,0.6748,372.348,141.2765,21263083
Sc,Fe,Ga,Ge,0.6461,410.396,120.19045,21263132
Sc,Fe,Ga,Y,0.5974,334.77,148.23254,21263139
Sc,Fe,Ga,Zr,0.5688,359.897,142.51636000000002,21263140
Sc,Fe,Ga,Nb,0.5770000000000001,381.703,148.51647,21263141
Sc,Fe,Ga,Mo,0.6112,409.232,160.23591000000002,21263142
Sc,Fe,Ga,Tc,0.6629999999999999,432.648,169.62531,21263143
Sc,Fe,Ga,Ru,0.7442,451.661,166.03034,21263144
Sc,Fe,Ga,Rh,0.7193,459.593,153.54918999999998,21263145
Sc,Fe,Ga,Pd,0.6524,473.01,147.93295,21263146
Sc,Fe,Ga,Ag,0.6194,468.05,147.87424,21263147
Sc,Fe,Ga,Cd,0.6142,439.885,142.26835,21263148
Sc,Fe,Ga,In,0.6524,397.078,129.81794,21263149
Sc,Fe,Ga,Sn,0.6592,381.80300000000005,124.70094,21263150
Sc,Fe,Ga,Hf,0.5693,357.89,151.09108,21263172
Sc,Fe,Ga,Ta,0.5838,374.787,159.17158999999998,21263173
Sc,Fe,Ga,W,0.6125,404.169,172.31001,21263174
Sc,Fe,Ga,Re,0.6509,427.029,179.79351,21263175
Sc,Fe,Ga,Os,0.7104,429.065,177.35103,21263176
Sc,Fe,Ga,Ir,0.7239,436.906,161.5813,21263177
Sc,Fe,Ga,Pt,0.6732,453.01,148.42949,21263178
Sc,Fe,Ga,Au,0.6361,460.907,144.16012,21263179
Sc,Fe,Ga,Hg,0.6388,435.022,135.98721,21263180
Sc,Fe,Ga,Tl,0.6488,413.684,127.90449,21263181
Sc,Fe,Ga,Pb,0.6644,385.055,124.13751,21263182
Sc,Fe,Ga,Bi,0.6863,343.787,126.55548,21263183
Sc,Fe,Ge,Y,0.6415,318.694,158.58606,21263239
Sc,Fe,Ge,Zr,0.606,353.56699999999995,153.5027,21263240
Sc,Fe,Ge,Nb,0.6138,369.532,157.46181,21263241
Sc,Fe,Ge,Mo,0.6474,395.26,161.78363000000002,21263242
Sc,Fe,Ge,Tc,0.7067,408.219,161.09724,21263243
Sc,Fe,Ge,Ru,0.7935,438.442,155.98831,21263244
Sc,Fe,Ge,Rh,0.7452,439.434,147.95484,21263245
Sc,Fe,Ge,Pd,0.6758,456.179,148.6299,21263246
Sc,Fe,Ge,Ag,0.6474,449.594,148.14272,21263247
Sc,Fe,Ge,Cd,0.6441,422.499,138.72652,21263248
Sc,Fe,Ge,In,0.6729999999999999,381.507,124.16326,21263249
Sc,Fe,Ge,Sn,0.6832,360.052,116.59159,21263250
Sc,Fe,Ge,Hf,0.6105,353.038,158.91394,21263272
Sc,Fe,Ge,Ta,0.6248,365.087,162.79501000000002,21263273
Sc,Fe,Ge,W,0.6478,389.316,165.83082,21263274
Sc,Fe,Ge,Re,0.691,399.86300000000006,164.12391000000002,21263275
Sc,Fe,Ge,Os,0.7464,405.851,158.11893999999998,21263276
Sc,Fe,Ge,Ir,0.7491,417.538,147.9398,21263277
Sc,Fe,Ge,Pt,0.6947,438.266,142.6722,21263278
Sc,Fe,Ge,Au,0.6607,446.332,140.21336000000002,21263279
Sc,Fe,Ge,Hg,0.6701,411.102,131.57882,21263280
Sc,Fe,Ge,Tl,0.6867,385.941,122.74454,21263281
Sc,Fe,Ge,Pb,0.69,352.86800000000005,118.5489,21263282
Sc,Fe,Ge,Bi,0.7072,312.77,119.59463999999998,21263283
Sc,Fe,Y,Zr,0.5063,275.857,65.21956999999999,21263940
Sc,Fe,Y,Nb,0.5467,252.914,83.10235,21263941
Sc,Fe,Y,Mo,0.5954,255.659,96.94181,21263942
Sc,Fe,Y,Tc,0.6509,288.262,108.09222,21263943
Sc,Fe,Y,Ru,0.7009,322.312,116.51199,21263944
Sc,Fe,Y,Rh,0.6813,342.994,132.81446,21263945
Sc,Fe,Y,Pd,0.6357,333.148,141.39971,21263946
Sc,Fe,Y,Ag,0.6019,327.47900000000004,140.03804,21263947
Sc,Fe,Y,Cd,0.5861,335.175,143.71872,21263948
Sc,Fe,Y,In,0.6394,313.215,166.84337,21263949
Sc,Fe,Y,Sn,0.6609,300.433,173.03926,21263950
Sc,Fe,Y,Hf,0.4999,279.803,64.12541,21263972
Sc,Fe,Y,Ta,0.5506,251.278,87.18056,21263973
Sc,Fe,Y,W,0.5947,258.087,102.32588,21263974
Sc,Fe,Y,Re,0.6379,288.141,113.78075,21263975
Sc,Fe,Y,Os,0.6765,323.027,122.64701,21263976
Sc,Fe,Y,Ir,0.6763,341.977,132.15667,21263977
Sc,Fe,Y,Pt,0.6409,339.122,139.15245,21263978
Sc,Fe,Y,Au,0.6041,341.412,138.57013,21263979
Sc,Fe,Y,Hg,0.604,330.356,145.07412,21263980
Sc,Fe,Y,Tl,0.621,333.12800000000004,165.00785,21263981
Sc,Fe,Y,Pb,0.6567,297.786,173.12815,21263982
Sc,Fe,Y,Bi,0.6818,285.59,177.53654,21263983
Sc,Fe,Zr,Nb,0.5033,231.398,58.98396999999999,21264041
Sc,Fe,Zr,Mo,0.5314,258.361,71.12404000000001,21264042
Sc,Fe,Zr,Tc,0.5742,318.207,82.74775,21264043
Sc,Fe,Zr,Ru,0.6235,367.89,94.24842,21264044
Sc,Fe,Zr,Rh,0.6321,381.9380000000001,110.97302,21264045
Sc,Fe,Zr,Pd,0.5992,369.685,121.45941,21264046
Sc,Fe,Zr,Ag,0.5705,359.991,122.7724,21264047
Sc,Fe,Zr,Cd,0.5623,364.087,133.26878,21264048
Sc,Fe,Zr,In,0.5917,352.636,162.76041,21264049
Sc,Fe,Zr,Sn,0.6199,334.625,169.57836,21264050
Sc,Fe,Zr,Hf,0.4766,261.397,49.25719,21264072
Sc,Fe,Zr,Ta,0.0,0.0,82.37377,21264073
Sc,Fe,Zr,W,0.5277,265.415,74.83542,21264074
Sc,Fe,Zr,Re,0.5659,323.731,87.09103,21264075
Sc,Fe,Zr,Os,0.6049,374.02,97.76267,21264076
Sc,Fe,Zr,Ir,0.628,391.089,110.4726,21264077
Sc,Fe,Zr,Pt,0.6128,381.668,121.21994,21264078
Sc,Fe,Zr,Au,0.5833,376.319,123.26799,21264079
Sc,Fe,Zr,Hg,0.5885,364.485,139.34371000000002,21264080
Sc,Fe,Zr,Tl,0.6026,353.283,164.47693,21264081
Sc,Fe,Zr,Pb,0.6265,334.148,170.42887,21264082
Sc,Fe,Zr,Bi,0.6499,307.259,169.35412,21264083
Sc,Fe,Nb,Mo,0.0,0.0,74.42809,21264142
Sc,Fe,Nb,Tc,0.5574,379.067,75.42286999999999,21264143
Sc,Fe,Nb,Ru,0.6202,423.335,86.19851,21264144
Sc,Fe,Nb,Rh,0.6512,423.061,104.72512,21264145
Sc,Fe,Nb,Pd,0.6161,403.006,115.98478,21264146
Sc,Fe,Nb,Ag,0.5873,385.785,120.15691,21264147
Sc,Fe,Nb,Cd,0.5801,387.48800000000006,134.74518999999998,21264148
Sc,Fe,Nb,In,0.6062,374.629,170.33704,21264149
Sc,Fe,Nb,Sn,0.6298,358.24300000000005,175.58423,21264150
Sc,Fe,Nb,Hf,0.4917,230.005,55.90127,21264172
Sc,Fe,Nb,Ta,0.4897,233.261,59.43196,21264173
Sc,Fe,Nb,W,0.0,0.0,80.77842,21264174
Sc,Fe,Nb,Re,0.5495,387.34,79.90116,21264175
Sc,Fe,Nb,Os,0.6032,441.581,90.22946,21264176
Sc,Fe,Nb,Ir,0.6507,439.158,104.04073,21264177
Sc,Fe,Nb,Pt,0.6369,417.7480000000001,116.05009,21264178
Sc,Fe,Nb,Au,0.6046,407.638,120.83022,21264179
Sc,Fe,Nb,Hg,0.6096,384.958,142.47928000000002,21264180
Sc,Fe,Nb,Tl,0.6263,371.217,171.54193,21264181
Sc,Fe,Nb,Pb,0.6424,352.347,173.7285,21264182
Sc,Fe,Nb,Bi,0.6654,321.58,166.84878999999998,21264183
Sc,Fe,Mo,Tc,0.5914,464.915,76.52906999999999,21264243
Sc,Fe,Mo,Ru,0.6723,481.052,85.06945999999999,21264244
Sc,Fe,Mo,Rh,0.71,458.317,104.66675,21264245
Sc,Fe,Mo,Pd,0.6601,436.536,116.72697,21264246
Sc,Fe,Mo,Ag,0.6249,424.246,123.6968,21264247
Sc,Fe,Mo,Cd,0.6188,417.763,142.41787,21264248
Sc,Fe,Mo,In,0.6507,389.968,181.64155,21264249
Sc,Fe,Mo,Sn,0.6657,375.112,181.39622,21264250
Sc,Fe,Mo,Hf,0.5257,253.211,68.64217,21264272
Sc,Fe,Mo,Ta,0.0,0.0,78.4986,21264273
Sc,Fe,Mo,W,0.5325,386.385,73.39635,21264274
Sc,Fe,Mo,Re,0.5845,479.093,82.0567,21264275
Sc,Fe,Mo,Os,0.6548,498.003,89.76285,21264276
Sc,Fe,Mo,Ir,0.7108,464.514,103.85434,21264277
Sc,Fe,Mo,Pt,0.6836,442.18,116.03023,21264278
Sc,Fe,Mo,Au,0.6454,437.902,124.04807,21264279
Sc,Fe,Mo,Hg,0.6596,391.034,153.74713,21264280
Sc,Fe,Mo,Tl,0.6703,383.611,179.67606999999998,21264281
Sc,Fe,Mo,Pb,0.682,365.229,175.55933000000002,21264282
Sc,Fe,Mo,Bi,0.7038,330.06199999999995,163.83888000000002,21264283
Sc,Fe,Tc,Ru,0.7628,484.114,85.25793,21264344
Sc,Fe,Tc,Rh,0.7984,458.926,104.6078,21264345
Sc,Fe,Tc,Pd,0.7294,451.122,118.85939,21264346
Sc,Fe,Tc,Ag,0.6858,451.264,128.70516999999998,21264347
Sc,Fe,Tc,Cd,0.6762,442.516,150.0356,21264348
Sc,Fe,Tc,In,0.711,405.33,187.33743,21264349
Sc,Fe,Tc,Sn,0.7302,385.032,180.93107,21264350
Sc,Fe,Tc,Hf,0.5704,309.999,81.688,21264372
Sc,Fe,Tc,Ta,0.0,0.0,84.89322,21264373
Sc,Fe,Tc,W,0.5889,469.423,81.66216,21264374
Sc,Fe,Tc,Re,0.6546,517.4209999999999,86.27757,21264375
Sc,Fe,Tc,Os,0.7356,488.253,90.63533,21264376
Sc,Fe,Tc,Ir,0.7951,448.15,103.52647,21264377
Sc,Fe,Tc,Pt,0.7543,441.492,116.88526,21264378
Sc,Fe,Tc,Au,0.7102,451.49300000000005,128.10967,21264379
Sc,Fe,Tc,Hg,0.7126,425.383,157.47679,21264380
Sc,Fe,Tc,Tl,0.7411,393.338,181.21689,21264381
Sc,Fe,Tc,Pb,0.7565,381.8730000000001,172.44001,21264382
Sc,Fe,Tc,Bi,0.8005,345.715,159.61731,21264383
Sc,Fe,Ru,Rh,0.9508,480.7480000000001,103.01922,21264445
Sc,Fe,Ru,Pd,0.8404,472.405,120.41437,21264446
Sc,Fe,Ru,Ag,0.7722,480.994,131.67928,21264447
Sc,Fe,Ru,Cd,0.7571,472.682,150.54686999999998,21264448
Sc,Fe,Ru,In,0.8033,440.391,179.53941,21264449
Sc,Fe,Ru,Sn,0.826,426.617,171.87601,21264450
Sc,Fe,Ru,Hf,0.6199,358.64300000000003,94.89963,21264472
Sc,Fe,Ru,Ta,0.6233,412.143,90.3449,21264473
Sc,Fe,Ru,W,0.6706,480.512,91.17737,21264474
Sc,Fe,Ru,Re,0.7503,488.918,92.49752,21264475
Sc,Fe,Ru,Os,0.8499,456.787,93.64687,21264476
Sc,Fe,Ru,Ir,0.9398,454.593,101.38971,21264477
Sc,Fe,Ru,Pt,0.8756,459.57,116.69489,21264478
Sc,Fe,Ru,Au,0.8072,0.0,129.18561,21264479
Sc,Fe,Ru,Hg,0.8101,464.413,153.48151,21264480
Sc,Fe,Ru,Tl,0.8529,450.469,170.16278,21264481
Sc,Fe,Ru,Pb,0.8640000000000001,442.4330000000001,163.8563,21264482
Sc,Fe,Ru,Bi,0.9289,439.106,156.53963000000002,21264483
Sc,Fe,Rh,Pd,0.8021,489.086,118.98722,21264546
Sc,Fe,Rh,Ag,0.7390000000000001,498.017,127.00669,21264547
Sc,Fe,Rh,Cd,0.7223,476.166,142.40062,21264548
Sc,Fe,Rh,In,0.7538,436.495,164.13568,21264549
Sc,Fe,Rh,Sn,0.7584,415.947,160.5293,21264550
Sc,Fe,Rh,Hf,0.6276,380.117,114.10824,21264572
Sc,Fe,Rh,Ta,0.657,412.211,109.6883,21264573
Sc,Fe,Rh,W,0.7026,455.416,111.09178,21264574
Sc,Fe,Rh,Re,0.7716,459.096,111.46776,21264575
Sc,Fe,Rh,Os,0.8646,443.408,110.01891,21264576
Sc,Fe,Rh,Ir,0.9141,452.4380000000001,111.02561,21264577
Sc,Fe,Rh,Pt,0.8281,465.775,117.08718,21264578
Sc,Fe,Rh,Au,0.7623,487.088,124.63972,21264579
Sc,Fe,Rh,Hg,0.7554,463.108,142.63917,21264580
Sc,Fe,Rh,Tl,0.7771,429.946,156.27796,21264581
Sc,Fe,Rh,Pb,0.7705,413.882,154.84811000000002,21264582
Sc,Fe,Rh,Bi,0.8005,384.75,153.98765,21264583
Sc,Fe,Pd,Ag,0.6619,509.936,125.55897,21264647
Sc,Fe,Pd,Cd,0.652,485.0630000000001,139.50531999999998,21264648
Sc,Fe,Pd,In,0.675,448.496,157.81946000000002,21264649
Sc,Fe,Pd,Sn,0.6859,430.386,160.44171,21264650
Sc,Fe,Pd,Hf,0.6007,362.265,126.54953,21264672
Sc,Fe,Pd,Ta,0.6231,391.533,121.50424,21264673
Sc,Fe,Pd,W,0.6534,433.004,121.98368,21264674
Sc,Fe,Pd,Re,0.7073,449.56,124.21726,21264675
Sc,Fe,Pd,Os,0.7772,447.717,125.45575,21264676
Sc,Fe,Pd,Ir,0.8011,459.778,123.68344,21264677
Sc,Fe,Pd,Pt,0.7329,485.655,121.85636,21264678
Sc,Fe,Pd,Au,0.6811,501.446,124.05302,21264679
Sc,Fe,Pd,Hg,0.6755,470.946,139.21483,21264680
Sc,Fe,Pd,Tl,0.6943,440.575,152.20767,21264681
Sc,Fe,Pd,Pb,0.6926,428.31,156.23932,21264682
Sc,Fe,Pd,Bi,0.7146,392.36,161.40894,21264683
Sc,Fe,Ag,Cd,0.6126,486.896,146.46043,21264748
Sc,Fe,Ag,In,0.6447,440.986,156.80162,21264749
Sc,Fe,Ag,Sn,0.6584,419.502,157.95135,21264750
Sc,Fe,Ag,Hf,0.57,356.709,127.28236,21264772
Sc,Fe,Ag,Ta,0.5922,379.177,125.29536,21264773
Sc,Fe,Ag,W,0.6198,420.834,129.3147,21264774
Sc,Fe,Ag,Re,0.6698,447.105,134.95102,21264775
Sc,Fe,Ag,Os,0.7284,458.646,138.24289,21264776
Sc,Fe,Ag,Ir,0.7414,473.247,133.23593,21264777
Sc,Fe,Ag,Pt,0.6805,492.399,125.50723,21264778
Sc,Fe,Ag,Au,0.6338,501.247,128.30012,21264779
Sc,Fe,Ag,Hg,0.6367,472.929,144.57769,21264780
Sc,Fe,Ag,Tl,0.6589,439.69,151.25309,21264781
Sc,Fe,Ag,Pb,0.6641,424.663,154.27693,21264782
Sc,Fe,Ag,Bi,0.6895,386.486,159.46456,21264783
Sc,Fe,Cd,In,0.6385,404.508,148.15958999999998,21264849
Sc,Fe,Cd,Sn,0.6548,384.242,144.05674,21264850
Sc,Fe,Cd,Hf,0.5627,364.054,140.78698,21264872
Sc,Fe,Cd,Ta,0.5877,380.225,145.12825,21264873
Sc,Fe,Cd,W,0.6178,413.9,159.14074,21264874
Sc,Fe,Cd,Re,0.6616,437.112,170.74982,21264875
Sc,Fe,Cd,Os,0.7171,446.088,173.80392,21264876
Sc,Fe,Cd,Ir,0.7255,455.131,160.07647,21264877
Sc,Fe,Cd,Pt,0.6715,468.085,147.69756999999998,21264878
Sc,Fe,Cd,Au,0.6315,477.937,148.62992,21264879
Sc,Fe,Cd,Hg,0.6389,438.913,146.38071000000002,21264880
Sc,Fe,Cd,Tl,0.6577,407.072,142.38425,21264881
Sc,Fe,Cd,Pb,0.6679,385.74,142.15204,21264882
Sc,Fe,Cd,Bi,0.7049,344.861,144.35655,21264883
Sc,Fe,In,Sn,0.6854,347.292,124.501,21264950
Sc,Fe,In,Hf,0.6021,348.79400000000004,171.66538,21264972
Sc,Fe,In,Ta,0.6252,362.158,180.62827,21264973
Sc,Fe,In,W,0.6524,384.2,191.82651,21264974
Sc,Fe,In,Re,0.6949,394.629,197.78905,21264975
Sc,Fe,In,Os,0.7534,400.634,192.6833,21264976
Sc,Fe,In,Ir,0.7571,409.705,172.00685,21264977
Sc,Fe,In,Pt,0.6979,424.116,156.65769,21264978
Sc,Fe,In,Au,0.6593,429.546,150.81911000000002,21264979
Sc,Fe,In,Hg,0.6648,395.756,138.99289,21264980
Sc,Fe,In,Tl,0.6798,372.978,129.31232,21264981
Sc,Fe,In,Pb,0.6951,345.689,125.17898,21264982
Sc,Fe,In,Bi,0.7024,306.772,128.05566000000002,21264983
Sc,Fe,Sn,Hf,0.6325,327.444,173.00501,21265072
Sc,Fe,Sn,Ta,0.6435,347.184,179.65679,21265073
Sc,Fe,Sn,W,0.6662,367.374,184.89691,21265074
Sc,Fe,Sn,Re,0.7114,367.755,183.75887,21265075
Sc,Fe,Sn,Os,0.7701,379.621,174.83744,21265076
Sc,Fe,Sn,Ir,0.7622,389.816,159.31031000000002,21265077
Sc,Fe,Sn,Pt,0.7025,407.329,152.27104,21265078
Sc,Fe,Sn,Au,0.6715,410.888,147.76695,21265079
Sc,Fe,Sn,Hg,0.68,379.971,135.18431,21265080
Sc,Fe,Sn,Tl,0.6783,359.615,125.28072,21265081
Sc,Fe,Sn,Pb,0.6939,332.70300000000003,118.77342,21265082
Sc,Fe,Sn,Bi,0.7168,283.324,118.48905,21265083
Sc,Fe,Hf,Ta,0.0,0.0,82.88825,21267273
Sc,Fe,Hf,W,0.5213,259.434,70.12779,21267274
Sc,Fe,Hf,Re,0.5621,316.97,84.64996,21267275
Sc,Fe,Hf,Os,0.6032,368.447,97.33723,21267276
Sc,Fe,Hf,Ir,0.63,384.8730000000001,112.32648,21267277
Sc,Fe,Hf,Pt,0.6162,375.32,125.57607,21267278
Sc,Fe,Hf,Au,0.5859,372.478,127.81926,21267279
Sc,Fe,Hf,Hg,0.594,360.019,150.28232,21267280
Sc,Fe,Hf,Tl,0.6087,356.064,171.47222,21267281
Sc,Fe,Hf,Pb,0.6415,328.584,173.02063,21267282
Sc,Fe,Hf,Bi,0.6666,298.556,169.81679,21267283
Sc,Fe,Ta,W,0.5106,292.11,68.54408000000001,21267374
Sc,Fe,Ta,Re,0.5548,380.023,81.77320999999999,21267375
Sc,Fe,Ta,Os,0.6111,431.258,93.93131,21267376
Sc,Fe,Ta,Ir,0.657,427.541,108.91046,21267377
Sc,Fe,Ta,Pt,0.6449,406.027,121.44625,21267378
Sc,Fe,Ta,Au,0.6127,397.372,126.34648,21267379
Sc,Fe,Ta,Hg,0.6122,386.289,153.09528999999998,21267380
Sc,Fe,Ta,Tl,0.6344,367.094,179.2964,21267381
Sc,Fe,Ta,Pb,0.6573,343.858,177.26266,21267382
Sc,Fe,Ta,Bi,0.6809999999999999,310.08,168.71862,21267383
Sc,Fe,W,Re,0.5852,482.386,87.51003,21267475
Sc,Fe,W,Os,0.6518,497.078,96.85945,21267476
Sc,Fe,W,Ir,0.7046,463.279,111.16106,21267477
Sc,Fe,W,Pt,0.6761,439.562,121.64876,21267478
Sc,Fe,W,Au,0.6404,434.042,130.89942,21267479
Sc,Fe,W,Hg,0.6488,404.12,168.40581,21267480
Sc,Fe,W,Tl,0.6721,376.669,187.27217,21267481
Sc,Fe,W,Pb,0.6814,365.966,179.72296,21267482
Sc,Fe,W,Bi,0.7052,324.629,165.3475,21267483
Sc,Fe,Re,Os,0.7232,492.91,99.29554,21267576
Sc,Fe,Re,Ir,0.7731,448.924,111.71986,21267577
Sc,Fe,Re,Pt,0.7299,441.002,122.91903,21267578
Sc,Fe,Re,Au,0.69,448.5580000000001,136.05931,21267579
Sc,Fe,Re,Hg,0.6955,418.293,175.90809,21267580
Sc,Fe,Re,Tl,0.7202,382.675,188.92289,21267581
Sc,Fe,Re,Pb,0.7283,365.441,174.37854,21267582
Sc,Fe,Re,Bi,0.7521,330.446,160.28186000000002,21267583
Sc,Fe,Os,Ir,0.8586,417.75,109.26445,21267677
Sc,Fe,Os,Pt,0.8016,427.285,122.21137,21267678
Sc,Fe,Os,Au,0.7522,0.0,137.52531000000002,21267679
Sc,Fe,Os,Hg,0.7552,423.278,173.45098000000002,21267680
Sc,Fe,Os,Tl,0.7849,389.537,180.44422,21267681
Sc,Fe,Os,Pb,0.7934,379.612,166.19024,21267682
Sc,Fe,Os,Bi,0.8283,345.871,154.60962,21267683
Sc,Fe,Ir,Pt,0.8227,436.047,119.19645,21267778
Sc,Fe,Ir,Au,0.7647,458.591,130.59768,21267779
Sc,Fe,Ir,Hg,0.7643,428.332,157.27114,21267780
Sc,Fe,Ir,Tl,0.7805,400.779,161.48501000000002,21267781
Sc,Fe,Ir,Pb,0.7755,389.925,153.79586,21267782
Sc,Fe,Ir,Bi,0.8016,358.533,148.66791,21267783
Sc,Fe,Pt,Au,0.703,477.951,124.93488,21267879
Sc,Fe,Pt,Hg,0.6971,448.045,143.782,21267880
Sc,Fe,Pt,Tl,0.7144,417.513,149.67278000000002,21267881
Sc,Fe,Pt,Pb,0.7104,408.685,149.16891,21267882
Sc,Fe,Pt,Bi,0.7323,371.166,149.8056,21267883
Sc,Fe,Au,Hg,0.6542,461.53,143.77414,21267980
Sc,Fe,Au,Tl,0.6745,429.714,145.27212,21267981
Sc,Fe,Au,Pb,0.6813,413.895,145.21129,21267982
Sc,Fe,Au,Bi,0.7019,378.06,148.19812,21267983
Sc,Fe,Hg,Tl,0.6752,406.872,135.16584,21268081
Al,Ti,Ta,Pb,0.0,0.0,159.64768,13227382
Al,Ti,Ta,Bi,0.0,0.0,146.52116999999998,13227383
Al,Ti,W,Re,0.0,0.0,175.16978999999998,13227475
Al,Ti,W,Os,0.0,0.0,172.66914,13227476
Al,Ti,W,Ir,0.0,0.0,160.3193,13227477
Al,Ti,W,Pt,0.0,0.0,157.79001,13227478
Al,Ti,W,Au,0.0,0.0,170.08074,13227479
Al,Ti,W,Hg,0.0,0.0,186.048,13227480
Al,Ti,W,Tl,0.0,0.0,178.85764,13227481
Al,Ti,W,Pb,0.0,0.0,155.73033,13227482
Al,Ti,W,Bi,0.0,0.0,141.98135,13227483
Al,Ti,Re,Os,0.0,0.0,162.71691,13227576
Al,Ti,Re,Ir,0.0,0.0,154.41225,13227577
Al,Ti,Re,Pt,0.0,0.0,159.14738,13227578
Al,Ti,Re,Au,0.0,0.0,174.68972,13227579
Al,Ti,Re,Hg,0.0,0.0,188.6336,13227580
Al,Ti,Re,Tl,0.0,0.0,174.7974,13227581
Al,Ti,Re,Pb,0.0,0.0,151.08631,13227582
Al,Ti,Re,Bi,0.0,0.0,137.74355,13227583
Al,Ti,Os,Ir,0.0,0.0,147.41996,13227677
Al,Ti,Os,Pt,0.0,0.0,155.31956,13227678
Al,Ti,Os,Au,0.0,0.0,172.06881,13227679
Al,Ti,Os,Hg,0.0,0.0,182.06334,13227680
Al,Ti,Os,Tl,0.0,0.0,164.41122,13227681
Al,Ti,Os,Pb,0.0,0.0,144.43018,13227682
Al,Ti,Os,Bi,0.0,0.0,132.6694,13227683
Al,Ti,Ir,Pt,0.0,0.0,145.76089,13227778
Al,Ti,Ir,Au,0.0,0.0,160.65916,13227779
Al,Ti,Ir,Hg,0.0,0.0,165.74105,13227780
Al,Ti,Ir,Tl,0.0,0.0,150.79281,13227781
Al,Ti,Ir,Pb,0.0,0.0,136.48133,13227782
Al,Ti,Ir,Bi,0.0,0.0,128.00763,13227783
Al,Ti,Pt,Au,0.0,0.0,156.21085,13227879
Al,Ti,Pt,Hg,0.0,0.0,157.96702,13227880
Al,Ti,Pt,Tl,0.0,0.0,142.84174,13227881
Al,Ti,Pt,Pb,0.0,0.0,131.41016000000002,13227882
Al,Ti,Pt,Bi,0.0,0.0,126.44617,13227883
Sc,Fe,Hg,Pb,0.67,387.698,136.61423,21268082
Sc,Fe,Hg,Bi,0.713,343.19199999999995,143.33097,21268083
Sc,Fe,Tl,Pb,0.6981,351.081,125.42752,21268182
Sc,Fe,Tl,Bi,0.7141,325.933,129.47494,21268183
Sc,Fe,Pb,Bi,0.7222,280.017,122.47034,21268283
Sc,Co,Ni,Ga,0.3897,347.281,149.12116,21272831
Sc,Co,Ni,Ge,0.4136,325.955,145.08477,21272832
Sc,Co,Ni,Y,0.3888,323.318,147.87444,21272839
Sc,Co,Ni,Zr,0.367,336.927,124.98538,21272840
Sc,Co,Ni,Mo,0.4349,362.161,111.24597,21272842
Sc,Co,Ni,Tc,0.5241,376.92,109.06957,21272843
Sc,Co,Ni,Ru,0.6367,436.085,106.93398,21272844
Sc,Co,Ni,Rh,0.5542,435.311,104.49936,21272845
Sc,Co,Ni,Pd,0.4484,442.315,114.38418,21272846
Sc,Co,Ni,Ag,0.406,413.771,124.04051,21272847
Sc,Co,Ni,Cd,0.4029,377.87,141.54511000000002,21272848
Sc,Co,Ni,In,0.4282,343.11300000000006,159.04943,21272849
Sc,Co,Ni,Sn,0.4232,305.872,158.27017,21272850
Sc,Co,Ni,Hf,0.0,0.0,141.19234,21272872
Sc,Co,Ni,Ta,0.3888,359.208,120.60638,21272873
Sc,Co,Ni,W,0.4135,351.68699999999995,117.24157,21272874
Sc,Co,Ni,Re,0.4797,358.125,115.19317,21272875
Sc,Co,Ni,Os,0.5632,373.675,112.3944,21272876
Sc,Co,Ni,Ir,0.5618,402.86800000000005,108.7058,21272877
Sc,Co,Ni,Pt,0.473,426.828,111.86816,21272878
Sc,Co,Ni,Au,0.4207,412.149,121.4285,21272879
Sc,Co,Ni,Hg,0.4436,406.192,140.3769,21272880
Sc,Co,Ni,Tl,0.4595,363.461,150.71896999999998,21272881
Sc,Co,Ni,Pb,0.4416,322.426,151.6863,21272882
Sc,Co,Ni,Bi,0.4643,294.536,152.12965,21272883
Sc,Co,Cu,Zn,0.0,0.0,147.56412,21272930
Sc,Co,Cu,Ge,0.3491,309.709,147.39693,21272932
Sc,Co,Cu,Y,0.3067,298.777,148.47554,21272939
Sc,Co,Cu,Zr,0.294,304.528,126.13313,21272940
Sc,Co,Cu,Nb,0.3108,316.886,119.56249,21272941
Sc,Co,Cu,Mo,0.3536,343.213,119.92884,21272942
Sc,Co,Cu,Tc,0.4133,364.314,122.21178,21272943
Sc,Co,Cu,Ru,0.479,401.897,124.28877,21272944
Sc,Co,Cu,Rh,0.4286,410.449,122.35551,21272945
Sc,Co,Cu,Pd,0.3531,409.636,126.90691,21272946
Sc,Co,Cu,In,0.3603,330.4,162.27038000000002,21272949
Sc,Co,Cu,Sn,0.0,0.0,162.74539,21272950
Sc,Co,Cu,Hf,0.2896,315.806,132.51308,21272972
